instruction_num,image_num,non_patent_citation_num,citation_num,citation_of_domestic_num,citation_of_foreign_num,patent_type,term_of_patent_protection,classify_num,IPC_large_classify_num,IPC_sub_classify_num,kin_num,kin_of_country_num,PCT_apply,five_four_countries_patent,country_code,application_open_day_interval,application_authorization_day_interval,open_authorization_day_interval,survival_time,prority,right_num,num_of_invention,num_of_application,current_num_of_patent,type_of_application
0.41706539075,0.178628389155,0.250398724083,0.393673577884,0.351143009038,0.200425305688,0.427698032961,0.427698032961,0.148059542796,0.12413609782,0.19696969697,0.178362573099,0.173046251994,0.0765550239234,0.0470494417863,0.118288144604,0.179425837321,0.389686337055,0.425039872408,0.443115364168,0.184742158426,0.313397129187,0.191387559809,0.0584795321637,0.218500797448,0.010101010101,
